Priority,Partition,SentTime,ReceivedTime,TimeSpent,PayloadSize
low,1,2024-03-15 15:49:00.338 +0000 GMT,2024-03-15 15:49:00.347244 +0000 GMT m=+15555.388674110,9,83
high,9,2024-03-15 15:49:00.563 +0000 GMT,2024-03-15 15:49:00.571086 +0000 GMT m=+15555.612511889,8,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571263 +0000 GMT m=+15555.612689217,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571602 +0000 GMT m=+15555.613027671,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571684 +0000 GMT m=+15555.613110281,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571808 +0000 GMT m=+15555.613233898,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571882 +0000 GMT m=+15555.613308492,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.571979 +0000 GMT m=+15555.613405100,7,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.572044 +0000 GMT m=+15555.613470184,8,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.572124 +0000 GMT m=+15555.613550208,8,83
high,9,2024-03-15 15:49:00.564 +0000 GMT,2024-03-15 15:49:00.572202 +0000 GMT m=+15555.613628513,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730091 +0000 GMT m=+15555.771514576,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730267 +0000 GMT m=+15555.771690653,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730636 +0000 GMT m=+15555.772059145,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730704 +0000 GMT m=+15555.772127662,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730814 +0000 GMT m=+15555.772237104,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.730879 +0000 GMT m=+15555.772302293,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.73095 +0000 GMT m=+15555.772372954,8,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731032 +0000 GMT m=+15555.772455373,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731119 +0000 GMT m=+15555.772541764,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731211 +0000 GMT m=+15555.772633847,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731292 +0000 GMT m=+15555.772715412,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731358 +0000 GMT m=+15555.772781540,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731419 +0000 GMT m=+15555.772842430,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.73148 +0000 GMT m=+15555.772903178,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731567 +0000 GMT m=+15555.772990694,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731628 +0000 GMT m=+15555.773051032,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731709 +0000 GMT m=+15555.773132378,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.73177 +0000 GMT m=+15555.773192810,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731851 +0000 GMT m=+15555.773274574,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731911 +0000 GMT m=+15555.773334538,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.731969 +0000 GMT m=+15555.773392476,9,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732051 +0000 GMT m=+15555.773474158,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.73211 +0000 GMT m=+15555.773533628,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732191 +0000 GMT m=+15555.773613900,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.73225 +0000 GMT m=+15555.773672901,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732309 +0000 GMT m=+15555.773731871,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732392 +0000 GMT m=+15555.773814998,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732452 +0000 GMT m=+15555.773875069,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732582 +0000 GMT m=+15555.774005565,10,83
default,15,2024-03-15 15:49:00.722 +0000 GMT,2024-03-15 15:49:00.732647 +0000 GMT m=+15555.774070362,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867163 +0000 GMT m=+15561.908477181,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867391 +0000 GMT m=+15561.908705936,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867713 +0000 GMT m=+15561.909027845,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867796 +0000 GMT m=+15561.909111135,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867871 +0000 GMT m=+15561.909185689,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.867966 +0000 GMT m=+15561.909280291,8,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868037 +0000 GMT m=+15561.909351656,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868186 +0000 GMT m=+15561.909500830,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868286 +0000 GMT m=+15561.909600696,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868403 +0000 GMT m=+15561.909717750,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.86848 +0000 GMT m=+15561.909795116,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868594 +0000 GMT m=+15561.909908165,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868688 +0000 GMT m=+15561.910002596,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868766 +0000 GMT m=+15561.910080759,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868837 +0000 GMT m=+15561.910151962,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868929 +0000 GMT m=+15561.910243749,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.868999 +0000 GMT m=+15561.910313525,9,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869092 +0000 GMT m=+15561.910406830,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869163 +0000 GMT m=+15561.910477526,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869234 +0000 GMT m=+15561.910548434,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869323 +0000 GMT m=+15561.910637419,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869394 +0000 GMT m=+15561.910709115,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869484 +0000 GMT m=+15561.910798467,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869552 +0000 GMT m=+15561.910867115,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869665 +0000 GMT m=+15561.910979593,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.86976 +0000 GMT m=+15561.911074711,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869852 +0000 GMT m=+15561.911166368,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.869943 +0000 GMT m=+15561.911257643,10,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.870045 +0000 GMT m=+15561.911359138,11,83
default,15,2024-03-15 15:49:06.859 +0000 GMT,2024-03-15 15:49:06.870124 +0000 GMT m=+15561.911439098,11,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.02512 +0000 GMT m=+15562.066431500,8,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.025456 +0000 GMT m=+15562.066768342,8,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.025772 +0000 GMT m=+15562.067084297,8,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.025933 +0000 GMT m=+15562.067244976,8,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.025992 +0000 GMT m=+15562.067303705,8,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.026134 +0000 GMT m=+15562.067446008,9,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.026258 +0000 GMT m=+15562.067569619,9,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.026514 +0000 GMT m=+15562.067826150,9,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.026631 +0000 GMT m=+15562.067942528,9,83
medium,3,2024-03-15 15:49:07.017 +0000 GMT,2024-03-15 15:49:07.026793 +0000 GMT m=+15562.068104782,9,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.174626 +0000 GMT m=+15562.215934715,7,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.174942 +0000 GMT m=+15562.216250890,7,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175308 +0000 GMT m=+15562.216617082,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.17548 +0000 GMT m=+15562.216789215,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175621 +0000 GMT m=+15562.216930535,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175682 +0000 GMT m=+15562.216991663,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175783 +0000 GMT m=+15562.217092384,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175864 +0000 GMT m=+15562.217172755,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.175951 +0000 GMT m=+15562.217260210,8,83
high,9,2024-03-15 15:49:07.167 +0000 GMT,2024-03-15 15:49:07.176014 +0000 GMT m=+15562.217323252,9,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.321121 +0000 GMT m=+15562.362427886,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.321317 +0000 GMT m=+15562.362623832,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.32164 +0000 GMT m=+15562.362946235,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.321705 +0000 GMT m=+15562.363011935,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.321789 +0000 GMT m=+15562.363095544,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.321851 +0000 GMT m=+15562.363157606,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.32194 +0000 GMT m=+15562.363246175,8,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.322 +0000 GMT m=+15562.363306346,9,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.322089 +0000 GMT m=+15562.363395280,9,83
low,1,2024-03-15 15:49:07.313 +0000 GMT,2024-03-15 15:49:07.322149 +0000 GMT m=+15562.363455568,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.375816 +0000 GMT m=+15568.417015298,7,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376055 +0000 GMT m=+15568.417254952,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376373 +0000 GMT m=+15568.417572195,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376461 +0000 GMT m=+15568.417660929,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376541 +0000 GMT m=+15568.417740836,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.37665 +0000 GMT m=+15568.417849261,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.37673 +0000 GMT m=+15568.417929810,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376848 +0000 GMT m=+15568.418047309,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376908 +0000 GMT m=+15568.418107345,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.376994 +0000 GMT m=+15568.418193621,8,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377053 +0000 GMT m=+15568.418252625,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377133 +0000 GMT m=+15568.418332844,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377193 +0000 GMT m=+15568.418391996,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377267 +0000 GMT m=+15568.418466004,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377347 +0000 GMT m=+15568.418546096,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377436 +0000 GMT m=+15568.418635151,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377576 +0000 GMT m=+15568.418775111,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377634 +0000 GMT m=+15568.418833306,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377715 +0000 GMT m=+15568.418914952,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377771 +0000 GMT m=+15568.418970372,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377849 +0000 GMT m=+15568.419048607,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.377905 +0000 GMT m=+15568.419104387,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.37796 +0000 GMT m=+15568.419159581,9,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378039 +0000 GMT m=+15568.419238673,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378095 +0000 GMT m=+15568.419294843,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378189 +0000 GMT m=+15568.419388498,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.37825 +0000 GMT m=+15568.419449774,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378304 +0000 GMT m=+15568.419503959,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378382 +0000 GMT m=+15568.419581861,10,83
default,15,2024-03-15 15:49:13.368 +0000 GMT,2024-03-15 15:49:13.378482 +0000 GMT m=+15568.419681853,10,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.522973 +0000 GMT m=+15568.564170304,7,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.523376 +0000 GMT m=+15568.564572417,8,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.523798 +0000 GMT m=+15568.564994950,8,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.523947 +0000 GMT m=+15568.565144130,8,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.524146 +0000 GMT m=+15568.565343273,9,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.524269 +0000 GMT m=+15568.565466051,9,83
high,9,2024-03-15 15:49:13.515 +0000 GMT,2024-03-15 15:49:13.524467 +0000 GMT m=+15568.565664095,9,83
